web_scraper_order,web_scraper_start_url,container_links,type_chaussure,price,adress,url_image
"1771237725-11","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-air-max-5543755","Chaussures Air max","20 000 CFA","Sacré-Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5543755_uploaded_image1_1758829018.jpg""); width: 520px;"
"1771237727-12","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-new-balance-5543793","Chaussures New balance","24 900 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5543793_uploaded_image1_1758830755.jpg""); width: 541px;"
"1771237730-13","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-5543795","Baskets New Balance","14 900 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5543795_uploaded_image1_1758830884.jpg""); width: 541px;"
"1771237732-14","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-new-balance-5543797","Chaussures New balance","24 900 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5543797_uploaded_image1_1758831062.jpg""); width: 671px;"
"1771237735-15","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-5543799","Baskets New Balance","14 900 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5543799_uploaded_image1_1758831160.jpg""); width: 671px;"
"1771237737-16","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-asics-gel-5545274","Baskets Asics Gel","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5545274_uploaded_image1_1758910936.jpg""); width: 547px;"
"1771237739-17","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-asics-gel-5545276","Baskets Asics Gel","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5545276_uploaded_image1_1758911052.jpg""); width: 547px;"
"1771237742-18","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/sandale-orthopedique-5550248","Sandale orthopédique","13 000 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5550248_uploaded_image1_1759234219.jpg""); width: 544px;"
"1771237744-19","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5551853","Chaussures homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5551853_uploaded_image1_1759301401.jpg""); width: 671px;"
"1771237747-20","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5551864","Chaussures homme","35 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5551864_uploaded_image1_1759301970.jpg""); width: 539px;"
"1771237749-21","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5551865","Chaussures homme","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5551865_uploaded_image1_1759302097.jpg""); width: 539px;"
"1771237752-22","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-asics-gel-nyc-5554868","Baskets Asics Gel NYC","30 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5554868_uploaded_image1_1759415164.jpg""); width: 585px;"
"1771237754-23","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-asics-gel-nyc-5554870","Baskets Asics Gel NYC","30 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5554870_uploaded_image1_1759415237.jpg""); width: 585px;"
"1771237757-24","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-asics-gel-nyc-5554871","Baskets Asics Gel NYC","32 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5554871_uploaded_image1_1759415315.jpg""); width: 585px;"
"1771237759-25","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-asics-gel-kayano-14-5554876","Baskets Asics Gel Kayano 14","30 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5554876_uploaded_image1_1759415424.jpg""); width: 585px;"
"1771237761-26","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-dior-b30-5554883","Baskets Dior B30","28 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5554883_uploaded_image1_1759415597.jpg""); width: 585px;"
"1771237764-27","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-5556927","Mocassins homme","5 500 CFA","Mariste, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5556927_uploaded_image1_1759498840.jpg""); width: 488px;"
"1771237766-28","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-orthopedique-5558529","Chaussures orthopédique","Prix sur demande","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5558529_uploaded_image1_1759590627.jpg""); width: 496px;"
"1771237769-29","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-one-5558696","Baskets Jordan One","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5558696_uploaded_image1_1759598221.jpg""); width: 422px;"
"1771237771-30","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-6-5558712","Baskets Jordan 6","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5558712_uploaded_image1_1759598702.jpg""); width: 422px;"
"1771237773-31","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5513838","Chaussures  homme","25 000 CFA","Fass, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5513838_uploaded_image1_1757286788.jpg""); width: 420px;"
"1771237776-32","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chayssures-pour-homme-5513842","Chayssures pour homme","20 000 CFA","Fass, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5513842_uploaded_image1_1757287086.jpg""); width: 420px;"
"1771237778-33","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-blanc-5513844","Chaussures blanc","25 000 CFA","Fass, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5513844_uploaded_image1_1757287356.jpg""); width: 420px;"
"1771237782-34","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-5559079","Mocassins homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5559079_uploaded_image1_1759624285.jpg""); width: 671px;"
"1771237785-35","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-de-ville-5559505","Chaussures de ville","15 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5559505_uploaded_image1_1759668412.jpg""); width: 494px;"
"1771237787-36","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-max-5559514","Baskets Air Max","18 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5559514_uploaded_image1_1759668700.jpg""); width: 494px;"
"1771237789-37","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5559847","Chaussures homme","13 000 CFA","Louga, Sénégal","background-image: url(""https://images.coinafrique.com/5559847_uploaded_image1_1759687278.jpg""); width: 432px;"
"1771237792-38","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5561080","Chaussures  homme","15 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5561080_uploaded_image1_1759759275.jpg""); width: 577px;"
"1771237794-39","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-5565350","Chaussures Nike","25 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5565350_uploaded_image1_1759967990.jpg""); width: 545px;"
"1771237796-40","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5566807","Sandales homme","13 000 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5566807_uploaded_image1_1760037954.jpg""); width: 544px;"
"1771237799-41","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-de-ville-5571662","Chaussures de ville","15 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5571662_uploaded_image1_1760359156.jpg""); width: 577px;"
"1771237801-42","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordan-5528770","Chaussures Jordan","20 000 CFA","Fass, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5528770_uploaded_image1_1758046694.jpg""); width: 420px;"
"1771237804-43","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5530971","Chaussures homme","26 500 CFA","Fass, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5530971_uploaded_image1_1758143063.jpg""); width: 420px;"
"1771237806-44","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-5532851","Chaussures","25 000 CFA","Fass, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5532851_uploaded_image1_1758229466.jpg""); width: 420px;"
"1771237809-45","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5576741","Chaussures homme","15 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5576741_uploaded_image1_1760612021.jpg""); width: 577px;"
"1771237812-46","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5576783","Chaussures  homme","22 000 CFA","Sacré-Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5576783_uploaded_image1_1760614360.jpg""); width: 547px;"
"1771237846-47","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-max-dn-5581422","Baskets Nike Air Max DN","12 000 CFA","Fann, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5581422_uploaded_image1_1760893237.jpg""); width: 532px;"
"1771237848-48","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5581477","Chaussures homme","Prix sur demande","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/5581477_uploaded_image1_1760896170.jpg""); width: 556px;"
"1771237853-49","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-pour-homme-5582673","Chaussures pour homme","5 000 CFA","Sicap foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5582673_uploaded_image1_1760964398.jpg""); width: 403px;"
"1771237855-50","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-en-cuir-5582962","Sandales en cuir","13 000 CFA","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5582962_uploaded_image1_1760973522.jpg""); width: 544px;"
"1771237858-51","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-pour-homme-5583378","Chaussures pour homme","20 000 CFA","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5583378_uploaded_image1_1760988854.jpg""); width: 427px;"
"1771237860-52","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5586755","Chaussures homme","9 500 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5586755_uploaded_image1_1761166890.jpg""); width: 434px;"
"1771237863-53","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/balenciaga-5588338","Balenciaga","25 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5588338_uploaded_image1_1761263231.jpg""); width: 438px;"
"1771237940-54","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-dior-alpha-5548962","Sandales Dior Alpha","17 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5548962_uploaded_image2_1759169765.jpeg""); width: 484px;"
"1771237947-55","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-new-balance-530-5548965","Chaussures New Balance 530","20 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5548965_uploaded_image1_1759169877.jpg""); width: 424px;"
"1771237949-56","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-asic-kayono-5548956","Baskets Asic kayono","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5548956_uploaded_image1_1759169555.jpg""); width: 484px;"
"1771237959-57","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-force-5548972","Baskets Air force","18 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5548972_uploaded_image1_1759170249.jpg""); width: 484px;"
"1771237961-58","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-air-f1-5548969","Chaussures Air f1","20 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5548969_uploaded_image1_1759170133.jpg""); width: 424px;"
"1771237964-59","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5591956","Chaussures homme","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5591956_uploaded_image1_1761508658.jpg""); width: 526px;"
"1771237966-60","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-1-5588272","Baskets Nike Air force 1","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5588272_uploaded_image1_1761258036.jpg""); width: 484px;"
"1771237969-61","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-5588276","Baskets Nike Air force","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5588276_uploaded_image1_1761258377.jpg""); width: 484px;"
"1771237971-62","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/asic-gel-nyc-5588303","Asic Gel Nyc","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5588303_uploaded_image1_1761261141.jpg""); width: 484px;"
"1771237973-63","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/new-balance-5560198","New Balance","27 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5560198_uploaded_image1_1759705125.jpg""); width: 424px;"
"1771237976-64","https://sn.coinafrique.com/categorie/chaussures-homme?page=5","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-shox-5560200","Chaussures Nike shox","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5560200_uploaded_image1_1759705337.jpg""); width: 484px;"
"1771237981-65","https://sn.coinafrique.com/categorie/chaussures-homme?page=4","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-force-montante-5549311","Baskets Air force montante","18 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5549311_uploaded_image1_1759187054.jpg""); width: 424px;"
"1771237983-66","https://sn.coinafrique.com/categorie/chaussures-homme?page=4","https://sn.coinafrique.com/annonce/chaussures-homme/nike-air-max-5555902","Nike Air Max","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5555902_uploaded_image1_1759447574.jpg""); width: 484px;"
"1771237986-67","https://sn.coinafrique.com/categorie/chaussures-homme?page=4","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-asic-5588722","Baskets Asic","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5588722_uploaded_image1_1761293983.jpg""); width: 484px;"
"1771237988-68","https://sn.coinafrique.com/categorie/chaussures-homme?page=4","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-1-5588993","Baskets Nike Air force 1","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5588993_uploaded_image1_1761304542.jpg""); width: 484px;"
"1771237990-69","https://sn.coinafrique.com/categorie/chaussures-homme?page=4","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-740-5589017","Baskets New Balance 740","24 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5589017_uploaded_image1_1761305990.jpg""); width: 484px;"
"1771237993-70","https://sn.coinafrique.com/categorie/chaussures-homme?page=4","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-tn-5550746","Baskets Nike TN","18 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5550746_uploaded_image1_1759249989.jpg""); width: 484px;"
"1771237995-71","https://sn.coinafrique.com/categorie/chaussures-homme?page=4","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-adizero-5550760","Baskets Adidas Adizero","27 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5550760_uploaded_image1_1759250198.jpg""); width: 424px;"
"1771237998-72","https://sn.coinafrique.com/categorie/chaussures-homme?page=4","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-campus-5551113","Baskets Adidas campus","17 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5551113_uploaded_image1_1759265168.jpg""); width: 424px;"
"1771238000-73","https://sn.coinafrique.com/categorie/chaussures-homme?page=4","https://sn.coinafrique.com/annonce/chaussures-homme/nike-shox-r4-5570882","Nike shox R4","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5570882_uploaded_image1_1760305854.jpg""); width: 484px;"
"1771238003-74","https://sn.coinafrique.com/categorie/chaussures-homme?page=4","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-balenciaga-5593164","Chaussures Balenciaga","25 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5593164_uploaded_image1_1761605705.jpg""); width: 438px;"
"1771238005-75","https://sn.coinafrique.com/categorie/chaussures-homme?page=4","https://sn.coinafrique.com/annonce/chaussures-homme/new-balance-5580645","New Balance","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5580645_uploaded_image1_1760827559.jpg""); width: 424px;"
"1771238008-76","https://sn.coinafrique.com/categorie/chaussures-homme?page=4","https://sn.coinafrique.com/annonce/chaussures-homme/new-balance-1906-5580643","New balance 1906","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5580643_uploaded_image1_1760827489.jpg""); width: 424px;"
"1771238010-77","https://sn.coinafrique.com/categorie/chaussures-homme?page=4","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-adizero-5552006","Baskets Adidas adizero","27 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5552006_uploaded_image1_1759307290.jpg""); width: 424px;"
"1771238013-78","https://sn.coinafrique.com/categorie/chaussures-homme?page=4","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-adizero-5552010","Baskets Adidas adizero","27 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5552010_uploaded_image1_1759307377.jpg""); width: 484px;"
"1771238015-79","https://sn.coinafrique.com/categorie/chaussures-homme?page=4","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-fresh-foam-5552449","Baskets New Balance fresh foam","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5552449_uploaded_image1_1759318532.jpg""); width: 484px;"
"1771238017-80","https://sn.coinafrique.com/categorie/chaussures-homme?page=4","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-fresh-foam-5552446","Baskets New Balance fresh foam","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5552446_uploaded_image1_1759318432.jpg""); width: 484px;"
"1771238020-81","https://sn.coinafrique.com/categorie/chaussures-homme?page=4","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-asic-1130-5571618","Baskets Asic 1130","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5571618_uploaded_image1_1760357347.jpg""); width: 424px;"
"1771238022-82","https://sn.coinafrique.com/categorie/chaussures-homme?page=4","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-max-95-5567806","Baskets Air Max 95","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5567806_uploaded_image1_1760100010.jpg""); width: 424px;"
"1771238025-83","https://sn.coinafrique.com/categorie/chaussures-homme?page=4","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-tn-5567803","Baskets Nike TN","17 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5567803_uploaded_image1_1760099855.jpg""); width: 424px;"
"1771238027-84","https://sn.coinafrique.com/categorie/chaussures-homme?page=4","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-4-rm-5567808","Baskets Jordan 4 RM","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5567808_uploaded_image1_1760100111.jpg""); width: 424px;"
"1771238029-85","https://sn.coinafrique.com/categorie/chaussures-homme?page=4","https://sn.coinafrique.com/annonce/chaussures-homme/balanciaga-3xl-5552640","Balanciaga 3XL","27 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5552640_uploaded_image1_1759323253.jpg""); width: 484px;"
"1771238032-86","https://sn.coinafrique.com/categorie/chaussures-homme?page=4","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-vans-knu-scool-5552664","Baskets Vans knu scool","20 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5552664_uploaded_image1_1759323810.jpg""); width: 424px;"
"1771238034-87","https://sn.coinafrique.com/categorie/chaussures-homme?page=4","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-yeezy-700-v2-5552657","Baskets Yeezy 700 v2","20 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5552657_uploaded_image1_1759323687.jpg""); width: 424px;"
"1771238037-88","https://sn.coinafrique.com/categorie/chaussures-homme?page=4","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-reebok-5552649","Baskets  Reebok","22 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5552649_uploaded_image1_1759323592.jpg""); width: 424px;"
