web_scraper_order,web_scraper_start_url,container_links,type_habits,price,adress,url_image
"1771237501-11","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5318674","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5318674_uploaded_image1_1746735167.jpg""); width: 484px;"
"1771237503-12","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/kaki-5320629","Kaki","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5320629_uploaded_image1_1746829743.jpg""); width: 407px;"
"1771237505-13","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5320652","T-shirt coton","5 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5320652_uploaded_image1_1746830643.jpg""); width: 407px;"
"1771237508-14","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-5320644","Lacoste homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5320644_uploaded_image1_1746830346.jpg""); width: 484px;"
"1771237510-15","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/vetement-homme-5364974","Vêtement  homme","5 000 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5364974_uploaded_image1_1749376464.jpg""); width: 440px;"
"1771237513-16","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5364994","Ensemble homme","9 500 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5364994_uploaded_image1_1749376854.jpg""); width: 440px;"
"1771237515-17","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/bassin-riche-5334139","Bassin riche","5 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5334139_uploaded_image1_1747583571.jpg""); width: 484px;"
"1771237518-18","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/bassin-riche-5334137","Bassin riche","5 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5334137_uploaded_image1_1747583506.jpg""); width: 484px;"
"1771237520-19","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/bassin-riche-5334143","Bassin riche","5 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5334143_uploaded_image1_1747583609.jpg""); width: 484px;"
"1771237523-20","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/tableau-art-5321522","Tableau  Art","10 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5321522_uploaded_image1_1746889876.jpg""); width: 521px;"
"1771237525-21","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/bassin-riche-5334146","Bassin riche","5 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5334146_uploaded_image1_1747583668.jpg""); width: 484px;"
"1771237528-22","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/sous-vetements-5358863","Sous vêtements","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5358863_uploaded_image1_1748970741.jpg""); width: 407px;"
"1771237530-23","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5358869","T-shirt coton","5 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5358869_uploaded_image1_1748970821.jpg""); width: 484px;"
"1771237559-24","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-5335709","Polo Lacoste","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5335709_uploaded_image2_1747671238.jpeg""); width: 484px;"
"1771237571-25","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5335705","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5335705_uploaded_image2_1747671181.jpeg""); width: 484px;"
"1771237573-26","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/chemise-coton-5335724","Chemise coton","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5335724_uploaded_image1_1747671672.jpg""); width: 484px;"
"1771237576-27","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/cargo-5335721","Cargo","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5335721_uploaded_image1_1747671590.jpg""); width: 484px;"
"1771237578-28","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-5326067","Polo Lacoste","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5326067_uploaded_image1_1747152167.jpg""); width: 484px;"
"1771237581-29","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5326083","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5326083_uploaded_image1_1747152731.jpg""); width: 484px;"
"1771237583-30","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5326080","T-shirt coton","6 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5326080_uploaded_image1_1747152559.jpg""); width: 484px;"
"1771237586-31","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/getzner-super-anium-gold-original-5326094","Getzner Super anium gold original","12 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5326094_uploaded_image1_1747153147.jpg""); width: 484px;"
"1771237588-32","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5348287","Ensemble homme","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5348287_uploaded_image1_1748366732.jpg""); width: 484px;"
"1771237591-33","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5348285","Ensemble homme","16 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5348285_uploaded_image1_1748366695.jpg""); width: 484px;"
"1771237593-34","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5348292","T-shirt coton","6 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5348292_uploaded_image1_1748367024.jpg""); width: 484px;"
"1771237596-35","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5344833","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5344833_uploaded_image1_1748193584.jpg""); width: 484px;"
"1771237598-36","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/vetement-enfants-5344831","Vetement enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5344831_uploaded_image1_1748193541.jpg""); width: 484px;"
"1771237600-37","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-5344841","Lacoste homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5344841_uploaded_image1_1748193824.jpg""); width: 484px;"
"1771237603-38","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-coton-5344842","Lacoste coton","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5344842_uploaded_image1_1748193885.jpg""); width: 484px;"
"1771237605-39","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/kaki-homme-5344854","Kaki homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5344854_uploaded_image1_1748194219.jpg""); width: 484px;"
"1771237608-40","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5352588","Ensemble  homme","13 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5352588_uploaded_image1_1748628000.jpg""); width: 484px;"
"1771237610-41","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/jogging-5352592","Jogging","7 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5352592_uploaded_image1_1748628052.jpg""); width: 484px;"
"1771237613-42","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5339051","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5339051_uploaded_image1_1747847720.jpg""); width: 484px;"
"1771237616-43","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5339045","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5339045_uploaded_image1_1747847625.jpg""); width: 484px;"
"1771237618-44","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-coton-5339058","Lacoste coton","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5339058_uploaded_image1_1747847985.jpg""); width: 484px;"
"1771237621-45","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-5339069","Pantalon","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5339069_uploaded_image1_1747848287.jpg""); width: 484px;"
"1771237623-46","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/chemise-5352610","Chemise","6 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5352610_uploaded_image1_1748628604.jpg""); width: 484px;"
"1771237626-47","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-5352605","Ensemble","13 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5352605_uploaded_image1_1748628506.jpg""); width: 484px;"
"1771237628-48","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-5339063","Lacoste","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5339063_uploaded_image1_1747848156.jpg""); width: 484px;"
"1771237630-49","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/jeans-5352603","Jeans","9 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5352603_uploaded_image1_1748628451.jpg""); width: 484px;"
"1771237633-50","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/getzner-super-manium-gold-original-5329829","Getzner Super Manium gold original","12 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5329829_uploaded_image1_1747328462.jpg""); width: 484px;"
"1771237635-51","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-5339081","Chemise homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5339081_uploaded_image1_1747848546.jpg""); width: 484px;"
"1771237638-52","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-5329857","Lacoste homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5329857_uploaded_image1_1747328991.jpg""); width: 484px;"
"1771237640-53","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5329860","T-shirt coton","5 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5329860_uploaded_image1_1747329043.jpg""); width: 484px;"
"1771237643-54","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/babouche-hommes-5348408","Babouche hommes","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5348408_uploaded_image1_1748372963.jpg""); width: 399px;"
"1771237645-55","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/jeans-homme-5348424","Jeans homme","7 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5348424_uploaded_image1_1748373374.jpg""); width: 484px;"
"1771237647-56","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/cargo-5348426","Cargo","7 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5348426_uploaded_image1_1748373420.jpg""); width: 484px;"
"1771237650-57","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5348419","Ensemble homme","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5348419_uploaded_image1_1748373207.jpg""); width: 484px;"
"1771237653-58","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/jean-homme-5330130","Jean homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5330130_uploaded_image1_1747337463.jpg""); width: 484px;"
"1771237655-59","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/culotte-5330133","Culotte","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5330133_uploaded_image1_1747337550.jpg""); width: 484px;"
"1771237658-60","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/kaki-5330135","Kaki","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5330135_uploaded_image1_1747337609.jpg""); width: 484px;"
"1771237660-61","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/sous-vetements-coton-5342579","Sous-vêtements coton","4 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5342579_uploaded_image1_1748031848.jpg""); width: 484px;"
"1771237663-62","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-5342589","Lacoste homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5342589_uploaded_image1_1748032420.jpg""); width: 484px;"
"1771237665-63","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5355482","Ensemble homme","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5355482_uploaded_image1_1748815370.jpg""); width: 484px;"
"1771237668-64","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5355495","Ensemble homme","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5355495_uploaded_image1_1748815778.jpg""); width: 484px;"
"1771237670-65","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-5355513","Ensemble","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5355513_uploaded_image1_1748816312.jpg""); width: 484px;"
"1771237672-66","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-coton-5362512","Lacoste coton","6 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5362512_uploaded_image1_1749163626.jpg""); width: 484px;"
"1771237675-67","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5362515","T-shirt coton","4 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5362515_uploaded_image1_1749163756.jpg""); width: 484px;"
"1771237677-68","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5362519","Ensemble homme","13 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5362519_uploaded_image1_1749164046.jpg""); width: 484px;"
"1771237680-69","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5362523","T-shirt coton","4 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5362523_uploaded_image1_1749164333.jpg""); width: 484px;"
"1771237682-70","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5362524","T-shirt coton","4 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5362524_uploaded_image1_1749164390.jpg""); width: 484px;"
"1771237685-71","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/calsson-coton-5362521","Calsson coton","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5362521_uploaded_image1_1749164209.jpg""); width: 484px;"
"1771237687-72","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5357415","T-shirt coton","5 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5357415_uploaded_image1_1748904812.jpg""); width: 484px;"
"1771237690-73","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/cargo-homme-5357414","Cargo homme","7 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5357414_uploaded_image1_1748904730.jpg""); width: 399px;"
"1771237692-74","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5357423","Ensemble homme","13 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5357423_uploaded_image1_1748905074.jpg""); width: 484px;"
"1771237695-75","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-5357427","Lacoste homme","6 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5357427_uploaded_image1_1748905276.jpg""); width: 484px;"
"1771237697-76","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5357430","T-shirt coton","5 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5357430_uploaded_image1_1748905355.jpg""); width: 484px;"
"1771237700-77","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5357449","T-shirt coton","3 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5357449_uploaded_image1_1748905981.jpg""); width: 484px;"
"1771237702-78","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5357457","Ensemble homme","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5357457_uploaded_image1_1748906197.jpg""); width: 484px;"
"1771237704-79","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-5357461","Ensemble","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5357461_uploaded_image1_1748906332.jpg""); width: 484px;"
"1771237710-80","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-5357459","Lacoste","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5357459_uploaded_image1_1748906269.jpg""); width: 484px;"
"1771237712-81","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5357466","Ensemble homme","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5357466_uploaded_image1_1748906493.jpg""); width: 484px;"
"1771237714-82","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5357470","Ensemble homme","14 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5357470_uploaded_image1_1748906567.jpg""); width: 484px;"
"1771237717-83","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5351554","Ensemble homme","13 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5351554_uploaded_image1_1748560284.jpg""); width: 484px;"
"1771237719-84","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5351562","Ensemble homme","13 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5351562_uploaded_image1_1748560606.jpg""); width: 484px;"
"1771237722-85","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/costume-africain-5344887","Costume africain","70 000 CFA","Almadies 2, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5344887_uploaded_image1_1748196047.jpg""); width: 488px;"
"1771237725-86","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/costume-africain-5344903","Costume africain","70 000 CFA","Almadies 2, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5344903_uploaded_image1_1748196689.jpg""); width: 488px;"
"1771237727-87","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/costume-africain-5344910","Costume africain","70 000 CFA","Almadies 2, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5344910_uploaded_image1_1748197232.jpg""); width: 488px;"
"1771237729-88","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/costume-africain-5344920","Costume africain","70 000 CFA","Almadies 2, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5344920_uploaded_image1_1748197678.jpg""); width: 488px;"
"1771237732-89","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-5369213","Pantalon Jean","15 000 CFA","Mamelles, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5369213_uploaded_image1_1749635653.jpg""); width: 604px;"
"1771237734-90","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-5369272","Pantalon Jean","15 000 CFA","Mamelles, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5369272_uploaded_image1_1749637388.jpg""); width: 604px;"
"1771237737-91","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/vetement-homme-5369345","Vêtement  homme","8 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5369345_uploaded_image1_1749639320.jpg""); width: 571px;"
