web_scraper_order,web_scraper_start_url,container_links,type_habits,price,adress,url_image
"1771238854-11","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/jeans-enfants-3785562","Jeans enfants","8 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3785562_uploaded_image1_1657883147.jpg""); width: 621px;"
"1771238857-12","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/robe-petite-fille-3785563","Robe petite fille","8 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3785563_uploaded_image1_1657883218.jpg""); width: 621px;"
"1771238859-13","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/habits-enfants-3785558","Habits enfants","3 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3785558_uploaded_image1_1657883008.jpg""); width: 621px;"
"1771238862-14","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3831624","Vêtements enfants","Prix sur demande","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3831624_uploaded_image1_1660600357.jpg""); width: 563px;"
"1771238864-15","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-3841108","Vêtements bébé","6 000 CFA","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3841108_uploaded_image1_1661172378.jpg""); width: 442px;"
"1771238867-16","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-3841152","Vêtements bébé","3 000 CFA","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3841152_uploaded_image1_1661173639.jpg""); width: 442px;"
"1771238869-17","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/dessous-enfants-3848809","Dessous enfants","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3848809_uploaded_image1_1661581124.jpg""); width: 406px;"
"1771238872-18","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/boubou-bazin-riche-3808232","Boubou bazin riche","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3808232_uploaded_image1_1659347593.jpg""); width: 527px;"
"1771238874-19","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/barboteuse-3813274","Barboteuse","5 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3813274_uploaded_image1_1659542533.jpg""); width: 475px;"
"1771238876-20","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bandeaux-chaussettes-3813301","Ensemble bandeaux chaussettes","1 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3813301_uploaded_image1_1659543149.jpg""); width: 475px;"
"1771238879-21","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/robe-danniversaire-fille-3853488","Robe d’anniversaire fille","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3853488_uploaded_image1_1661883039.jpg""); width: 528px;"
"1771238881-22","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/robe-danniversaire-fille-3853493","Robe d’anniversaire fille","10 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3853493_uploaded_image1_1661883220.jpg""); width: 528px;"
"1771238884-23","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/costumes-heros-3862904","Costumes héros","Prix sur demande","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3862904_uploaded_image1_1662326635.jpg""); width: 347px;"
"1771238886-24","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3818666","Vêtements enfant","5 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3818666_uploaded_image1_1659825338.jpg""); width: 484px;"
"1771238889-25","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-3871253","Vêtements bébé","3 000 CFA","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/3871253_uploaded_image1_1662747853.jpg""); width: 424px;"
"1771238891-26","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-fille-3871259","Vêtements bébé fille","3 000 CFA","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/3871259_uploaded_image1_1662747991.jpg""); width: 424px;"
"1771238894-27","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3826455","Ensemble enfants","5 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3826455_uploaded_image1_1660258744.jpg""); width: 484px;"
"1771238896-28","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3829807","Ensemble enfants","5 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3829807_uploaded_image1_1660481871.jpg""); width: 484px;"
"1771238899-29","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3836735","Ensemble enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3836735_uploaded_image1_1660867040.jpg""); width: 484px;"
"1771238904-30","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3886071","Vêtements enfant","16 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3886071_uploaded_image2_1663709027.jpeg""); width: 576px;"
"1771238906-31","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-3874843","Pantalon","5 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3874843_uploaded_image1_1662992214.jpg""); width: 475px;"
"1771238909-32","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/barboteuse-3874861","Barboteuse","6 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3874861_uploaded_image1_1662992831.jpg""); width: 475px;"
"1771238911-33","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-3-pieces-enfants-3895855","Ensemble  3 pièces enfants","16 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3895855_uploaded_image1_1664312610.jpg""); width: 576px;"
"1771238914-34","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/accessoires-et-vetements-bebe-3858243","Accessoires et vetements bébé","Prix sur demande","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3858243_uploaded_image1_1662081635.jpg""); width: 592px;"
"1771238916-35","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3899029","Ensemble enfants","6 500 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3899029_uploaded_image1_1664501377.jpg""); width: 447px;"
"1771238918-36","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/ensembles-enfants-3899030","Ensembles enfants","7 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3899030_uploaded_image1_1664501471.jpg""); width: 447px;"
"1771238921-37","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/peignoir-bebe-3861861","Peignoir bébé","9 000 CFA","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3861861_uploaded_image1_1662248159.jpg""); width: 592px;"
"1771238924-38","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-robe-turquie-3913424","Ensemble Robe Turquie","11 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3913424_uploaded_image1_1665364359.jpg""); width: 568px;"
"1771238926-39","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/coffret-nouveaux-nee-3913427","Coffret nouveaux née","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3913427_uploaded_image1_1665364741.jpg""); width: 568px;"
"1771238929-40","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-3913465","Grenouillère","7 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3913465_uploaded_image3_1665377950.jpeg""); width: 568px;"
"1771238931-41","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/polos-enfants-3913936","Polos enfants","5 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3913936_uploaded_image1_1665405195.jpg""); width: 568px;"
"1771238933-42","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/grenouilleres-3919556","Grenouillères","2 000 CFA","Medina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3919556_uploaded_image2_1665704351.jpeg""); width: 385px;"
"1771238936-43","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3919579","Vêtements enfant","10 000 CFA","Medina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3919579_uploaded_image1_1665700272.jpg""); width: 385px;"
"1771238938-44","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-3919617","Robes  enfant","9 000 CFA","Medina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3919617_uploaded_image1_1665702485.jpg""); width: 385px;"
"1771238941-45","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/polo-pour-enfants-3883008","Polo pour enfants","8 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3883008_uploaded_image1_1663536149.jpg""); width: 484px;"
"1771238943-46","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/ensembles-pull-enfants-3941399","Ensembles pull  enfants","4 000 CFA","Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3941399_uploaded_image1_1667092572.jpg""); width: 401px;"
"1771238946-47","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3913279","Vêtements enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3913279_uploaded_image1_1665351880.jpg""); width: 484px;"
"1771238948-48","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3913283","Ensemble enfants","8 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3913283_uploaded_image1_1665352048.jpg""); width: 484px;"
"1771238950-49","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/maillots-senegal-enfant-3954905","Maillots Sénégal enfant","10 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3954905_uploaded_image1_1667839511.jpg""); width: 438px;"
"1771238953-50","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-friperies-enfant-3968398","Vêtements friperies  enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3968398_uploaded_image1_1668639636.jpg""); width: 558px;"
"1771238955-51","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3933191","Vêtements Enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3933191_uploaded_image1_1666560773.jpg""); width: 484px;"
"1771238958-52","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3981315","Vêtements enfant","Prix sur demande","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3981315_uploaded_image1_1669469071.jpg""); width: 587px;"
"1771238960-53","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/costume-garcon-3990860","Costume garçon","28 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3990860_uploaded_image1_1670005358.jpg""); width: 576px;"
"1771238962-54","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/costume-garcon-3990863","Costume garçon","27 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3990863_uploaded_image1_1670005513.jpg""); width: 576px;"
"1771238965-55","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-robe-enfants-3990865","Ensemble Robe enfants","28 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3990865_uploaded_image1_1670005692.jpg""); width: 576px;"
"1771238967-56","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/maillots-senegal-enfants-3991237","Maillots Sénégal enfants","10 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3991237_uploaded_image1_1670029654.jpg""); width: 438px;"
"1771238970-57","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/pull-enfant-friperie-4000076","Pull enfant friperie","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4000076_uploaded_image2_1670513327.jpeg""); width: 558px;"
"1771238972-58","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-friperie-4000087","Ensemble enfant friperie","1 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4000087_uploaded_image1_1670513612.jpg""); width: 558px;"
"1771238975-59","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3963439","Ensemble enfant","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3963439_uploaded_image1_1668361869.jpg""); width: 484px;"
"1771238977-60","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3963440","Ensemble enfant","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3963440_uploaded_image1_1668361934.jpg""); width: 484px;"
"1771238979-61","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/habits-enfants-4010206","Habits enfants","3 000 CFA","Bambey, Sénégal","background-image: url(""https://images.coinafrique.com/4010206_uploaded_image1_1671121329.jpg""); width: 398px;"
"1771238982-62","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-en-velours-3980114","Ensemble en velours","7 500 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3980114_uploaded_image1_1669389815.jpg""); width: 521px;"
"1771238984-63","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-velours-enfant-3981018","Ensemble velours enfant","7 500 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3981018_uploaded_image1_1669456009.jpg""); width: 521px;"
"1771238987-64","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3980382","Ensemble enfant","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3980382_uploaded_image1_1669402241.jpg""); width: 484px;"
"1771238989-65","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/t-shirts-enfants-3985573","T-shirts enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3985573_uploaded_image1_1669758455.jpg""); width: 484px;"
"1771238992-66","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3992649","Ensemble enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3992649_uploaded_image1_1670106947.jpg""); width: 484px;"
"1771238995-67","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3993222","Ensemble enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3993222_uploaded_image1_1670158523.jpg""); width: 484px;"
"1771238997-68","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfant-3996986","Blouson enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3996986_uploaded_image1_1670352146.jpg""); width: 521px;"
"1771238999-69","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfant-3997872","Blouson enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3997872_uploaded_image1_1670412272.jpg""); width: 521px;"
"1771239002-70","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-4010007","Ensemble enfant","Prix sur demande","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4010007_uploaded_image1_1671112400.jpg""); width: 484px;"
"1771239005-71","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-4011467","Ensemble enfant","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4011467_uploaded_image1_1671194364.jpg""); width: 407px;"
"1771239007-72","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4054351","Ensemble enfants","3 000 CFA","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4054351_uploaded_image1_1673991497.jpg""); width: 599px;"
"1771239010-73","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/fliperies-enfants-4061027","Fliperies enfants","500 CFA","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4061027_uploaded_image1_1674419234.jpg""); width: 425px;"
"1771239012-74","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4061042","Vêtements enfants","1 000 CFA","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4061042_uploaded_image1_1674420399.jpg""); width: 425px;"
"1771239015-75","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4061049","Vêtements  enfant","1 000 CFA","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4061049_uploaded_image1_1674420676.jpg""); width: 425px;"
"1771239017-76","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4028243","Ensemble enfants","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4028243_uploaded_image1_1672407438.jpg""); width: 484px;"
"1771239020-77","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4033672","Vêtements enfants","8 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4033672_uploaded_image1_1672830064.jpg""); width: 521px;"
"1771239022-78","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4033667","Vêtements enfant","8 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4033667_uploaded_image1_1672829952.jpg""); width: 521px;"
"1771239024-79","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4034624","Vêtements enfants","8 500 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4034624_uploaded_image1_1672861115.jpg""); width: 521px;"
"1771239027-80","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-4072971","Friperie enfants","6 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4072971_uploaded_image1_1675197283.jpg""); width: 558px;"
"1771239032-81","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-peignoir-enfants-4072972","Friperie peignoir enfants","3 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4072972_uploaded_image1_1675197339.jpg""); width: 558px;"
"1771239034-82","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-4072973","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4072973_uploaded_image1_1675197383.jpg""); width: 558px;"
"1771239037-83","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/greniers-enfants-4072974","Greniers enfants","1 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4072974_uploaded_image1_1675197428.jpg""); width: 558px;"
"1771239101-84","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-4083084","Ensemble enfant","4 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4083084_uploaded_image1_1675711069.jpg""); width: 407px;"
"1771239104-85","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4083613","Vêtements enfant","10 000 CFA","Sicap foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4083613_uploaded_image2_1675754458.jpeg""); width: 469px;"
"1771239106-86","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4044065","Ensemble enfants","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4044065_uploaded_image1_1673390538.jpg""); width: 484px;"
"1771239109-87","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4060125","Ensemble enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4060125_uploaded_image1_1674340224.jpg""); width: 484px;"
"1771239111-88","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4065291","Vêtement enfant","5 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4065291_uploaded_image1_1674673177.jpg""); width: 521px;"
