web_scraper_order,web_scraper_start_url,container_links,type_chaussures,price,adress,url_image
"1771239769-292","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4173847","Chaussures enfant","Prix sur demande","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4173847_uploaded_image1_1681305963.jpg""); width: 453px;"
"1771239772-293","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4287055","Chaussures enfant","5 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4287055_uploaded_image1_1688860044.jpg""); width: 373px;"
"1771239774-294","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4300380","Chaussures enfant","Prix sur demande","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4300380_uploaded_image1_1689770515.jpg""); width: 382px;"
"1771239776-295","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4327769","Chaussures enfant","18 000 CFA","Grand Dakar, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4327769_uploaded_image1_1691537125.jpg""); width: 539px;"
"1771239779-296","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-7-paires-4336733","Chaussures enfant - 7 paires","15 000 CFA","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4336733_uploaded_image1_1692136230.jpg""); width: 378px;"
"1771239781-297","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4351183","Chaussures enfant","6 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4351183_uploaded_image1_1693054139.jpg""); width: 447px;"
"1771239784-298","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4351852","Chaussures enfant","20 000 CFA","Grand Dakar, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4351852_uploaded_image1_1693108691.jpg""); width: 539px;"
"1771239786-299","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4361430","Chaussures enfant","20 000 CFA","Sacré-Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4361430_uploaded_image2_1693749843.jpeg""); width: 571px;"
"1771239789-300","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4367839","Chaussures enfant","28 000 CFA","Medina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4367839_uploaded_image2_1694130362.jpeg""); width: 348px;"
"1771239791-301","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4392112","Chaussures enfant","6 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4392112_uploaded_image1_1695751474.jpg""); width: 534px;"
"1771239794-302","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4394927","Chaussures enfant","15 000 CFA","Grand Dakar, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4394927_uploaded_image1_1695956109.jpg""); width: 539px;"
"1771239796-303","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4396320","Chaussures enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4396320_uploaded_image1_1696061527.jpg""); width: 533px;"
"1771239798-304","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4397886","Chaussures enfant","9 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4397886_uploaded_image1_1696179932.jpg""); width: 588px;"
"1771239801-305","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-skateboard-4402279","Chaussures Skateboard","11 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4402279_uploaded_image1_1696422852.jpg""); width: 507px;"
"1771239803-306","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4372705","Chaussures enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4372705_uploaded_image1_1694464836.jpg""); width: 484px;"
"1771239806-307","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375003","Chaussures enfant","Prix sur demande","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4375003_uploaded_image1_1694607226.jpg""); width: 484px;"
"1771239808-308","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375022","Chaussures enfant","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4375022_uploaded_image1_1694607723.jpg""); width: 484px;"
"1771239811-309","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4414779","Chaussures enfant","13 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4414779_uploaded_image1_1697159524.jpg""); width: 533px;"
"1771239813-310","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4381758","Chaussures enfants","8 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4381758_uploaded_image1_1695064657.jpg""); width: 399px;"
"1771239816-311","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4422835","Chaussures enfant","5 000 CFA","Ouest Foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4422835_uploaded_image1_1697766757.jpg""); width: 442px;"
"1771239818-312","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-enfant-4427622","Sandales enfant","2 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4427622_uploaded_image2_1698104491.jpeg""); width: 633px;"
"1771239821-313","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4430647","Chaussures enfant","20 000 CFA","Grand Dakar, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4430647_uploaded_image1_1698289087.jpg""); width: 539px;"
"1771239823-314","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4396653","Chaussures enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4396653_uploaded_image1_1696082279.jpg""); width: 484px;"
"1771239826-315","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-4402939","Baskets  Jordan","20 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4402939_uploaded_image1_1696449724.jpg""); width: 521px;"
"1771239828-316","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4404739","Chaussures enfant","3 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4404739_uploaded_image1_1696545306.jpg""); width: 399px;"
"1771239830-317","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4481347","Chaussures enfant","20 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4481347_uploaded_image1_1701486467.jpg""); width: 539px;"
"1771239833-318","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4452170","Chaussures enfant","6 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4452170_uploaded_image1_1699621092.jpg""); width: 399px;"
"1771239835-319","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4486289","Chaussures enfant","9 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4486289_uploaded_image1_1701786845.jpg""); width: 357px;"
"1771239838-320","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4464284","Chaussures enfants","4 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4464284_uploaded_image1_1700414113.jpg""); width: 521px;"
"1771239840-321","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4464312","Chaussures enfants","3 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4464312_uploaded_image1_1700415241.jpg""); width: 521px;"
"1771239843-322","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4513355","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4513355_uploaded_image1_1703506842.jpg""); width: 558px;"
"1771239873-323","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-4516156","Chaussures pour enfant","9 000 CFA","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4516156_uploaded_image2_1703690655.jpeg""); width: 389px;"
"1771239878-324","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4476393","Chaussures enfant","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4476393_uploaded_image1_1701209697.jpg""); width: 484px;"
"1771239880-325","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-4514805","Chaussures pour enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4514805_uploaded_image1_1703614843.jpg""); width: 484px;"
"1771239883-326","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4514824","Chaussures enfant","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4514824_uploaded_image1_1703615498.jpg""); width: 484px;"
