type_habits,price,adress,url_image
Short,6 000,"Dakar, Sénégal",https://images.coinafrique.com/5548982_uploaded_image1_1759170753.jpg
Jeans,9 000,"Dakar, Sénégal",https://images.coinafrique.com/5548983_uploaded_image1_1759170801.jpg
Short jeans,7 000,"Dakar, Sénégal",https://images.coinafrique.com/5549017_uploaded_image1_1759172693.jpg
T-shirts unique 100% coton,3 000,"Dakar, Sénégal",https://images.coinafrique.com/5549028_uploaded_image1_1759173041.jpg
Pantalon bas large,7 000,"Dakar, Sénégal",https://images.coinafrique.com/5549025_uploaded_image1_1759172921.jpg
Caleçons,1 000,"Dakar, Sénégal",https://images.coinafrique.com/5549020_uploaded_image1_1759172798.jpg
T-shirts 100% coton,6 000,"Dakar, Sénégal",https://images.coinafrique.com/5555673_uploaded_image1_1759439295.jpg
Ensemble short,8 000,"Dakar, Sénégal",https://images.coinafrique.com/5569824_uploaded_image1_1760223295.jpg
T-shirt Lacoste,5 000,"Dakar, Sénégal",https://images.coinafrique.com/5584603_uploaded_image1_1761052072.jpg
Pantalon bas large,7 000,"Dakar, Sénégal",https://images.coinafrique.com/5550768_uploaded_image1_1759250295.jpg
Ensemble homme,12 000,"Dakar, Sénégal",https://images.coinafrique.com/5551999_uploaded_image1_1759307137.jpg
Ensemble en lin,8 000,"Dakar, Sénégal",https://images.coinafrique.com/5571613_uploaded_image1_1760357230.jpg
Pantalon bas large,7 000,"Dakar, Sénégal",https://images.coinafrique.com/5567797_uploaded_image1_1760099504.jpg
T-shirt,3 000,"Dakar, Sénégal",https://images.coinafrique.com/5568202_uploaded_image1_1760117937.jpg
Jeans,7 000,"Dakar, Sénégal",https://images.coinafrique.com/5568602_uploaded_image1_1760134872.jpg
Ensemble kaki + polo,15 000,"Dakar, Sénégal",https://images.coinafrique.com/5563767_uploaded_image1_1759876864.jpg
Pantalon kaki,8 000,"Dakar, Sénégal",https://images.coinafrique.com/5563760_uploaded_image1_1759876646.jpg
Polo homme,7 000,"Dakar, Sénégal",https://images.coinafrique.com/5563761_uploaded_image1_1759876759.jpg
Djalabeh,10 000,"Dakar, Sénégal",https://images.coinafrique.com/5577770_uploaded_image1_1760656538.jpg
Polo en coton,7 000,"Dakar, Sénégal",https://images.coinafrique.com/5554258_uploaded_image1_1759400484.jpg
T-shirts en coton,5 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/5595880_uploaded_image1_1761763593.jpg
Fripperie - Vintage Milano,Prix sur demande,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/5599288_uploaded_image2_1761942499.jpeg
Abaya homme bleu ciel,20 000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/5604148_uploaded_image1_1762219990.jpg
Costume pour homme,Prix sur demande,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/5606247_uploaded_image1_1762334546.jpg
Short homme,4 500,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/5612987_uploaded_image1_1762697248.jpg
Pantalon en coton,6 000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/5612990_uploaded_image1_1762697373.jpg
Abaya homme,4 500,"Dakar, Sénégal",https://images.coinafrique.com/5616609_uploaded_image1_1762875617.jpg
Vêtements homme,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5621021_uploaded_image1_1763072074.jpg
Chemise homme,8 500,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/5621540_uploaded_image1_1763113503.jpg
T-shirts,4 000,"Medina, Dakar, Sénégal",https://images.coinafrique.com/5624792_uploaded_image1_1763314250.jpg
Abaya Vip,7 000,"Dakar, Sénégal",https://images.coinafrique.com/5627758_uploaded_image1_1763467598.jpg
Abaya,7 000,"Dakar, Sénégal",https://images.coinafrique.com/5627764_uploaded_image1_1763467688.jpg
Costume homme,35 000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/5630909_uploaded_image1_1763595205.jpg
Ensemble chemise,8 000,"Dakar, Sénégal",https://images.coinafrique.com/5588146_uploaded_image1_1761247172.jpg
Ensemble short,5 500,"Dakar, Sénégal",https://images.coinafrique.com/5588150_uploaded_image1_1761247547.jpg
Costume africaine,30 000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/5635768_uploaded_image1_1763846355.jpg
Jackets homme,12 000,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/5636688_uploaded_image1_1763904711.jpg
Blouson,25 000,"Medina, Dakar, Sénégal",https://images.coinafrique.com/5652008_uploaded_image1_1764676040.jpg
Polos homme,2 800,"Point E, Dakar, Sénégal",https://images.coinafrique.com/5655261_uploaded_image1_1764838352.jpg
Costume wax homme,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/5655663_uploaded_image1_1764851829.jpg
Caleçons,5 000,"Dakar, Sénégal",https://images.coinafrique.com/5663521_uploaded_image1_1765281958.jpg
Quarter zip,Prix sur demande,"Fass, Dakar, Sénégal",https://images.coinafrique.com/5664738_uploaded_image1_1765323223.jpg
Spencer,Prix sur demande,"Fass, Dakar, Sénégal",https://images.coinafrique.com/5664755_uploaded_image1_1765323778.jpg
Vêtements homme,300,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/5670248_uploaded_image1_1765581207.jpg
Ensemble blouson en coton,13 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/5671485_uploaded_image1_1765666732.jpg
Emsemble 100℅ coton,15 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5624968_uploaded_image1_1763325481.jpg
Ensemble femme,15 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5624977_uploaded_image1_1763325894.jpg
Ensemble longue manche,6 000,"Dakar, Sénégal",https://images.coinafrique.com/5635224_uploaded_image1_1763816701.jpg
Ensemble coton,7 500,"Dakar, Sénégal",https://images.coinafrique.com/5635259_uploaded_image1_1763818705.jpg
Ensemble longue manche,6 000,"Dakar, Sénégal",https://images.coinafrique.com/5635299_uploaded_image1_1763820328.jpg
Blouson,9 000,"Dakar, Sénégal",https://images.coinafrique.com/5635309_uploaded_image1_1763820983.jpg
Collants Nike,4 000,"Dakar, Sénégal",https://images.coinafrique.com/5635312_uploaded_image1_1763821085.jpg
Blouson longue manche,6 000,"Dakar, Sénégal",https://images.coinafrique.com/5635318_uploaded_image1_1763821463.jpg
Costumes homme,25 000,"Thies, Sénégal",https://images.coinafrique.com/5679136_uploaded_image1_1766070921.jpg
T-shirts,5 000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/5680655_uploaded_image1_1766153079.jpg
Blousons,12 000,"Dakar, Sénégal",https://images.coinafrique.com/5683156_uploaded_image1_1766303303.jpg
Pull,10 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5635943_uploaded_image1_1763859233.jpg
Costumes hommes,35 000,"Rufisque, Sénégal",https://images.coinafrique.com/5685012_uploaded_image1_1766413782.jpg
Emsemble,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5636850_uploaded_image1_1763913590.jpg
Chemise classique manteau cuir super cent jean,Prix sur demande,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/5686384_uploaded_image1_1766491781.jpg
Jeans homme,13 000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/5686546_uploaded_image1_1766498786.jpg
Doudoune,12 000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/5686559_uploaded_image1_1766499901.jpg
Pull personnalisé,12 000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/5686965_uploaded_image1_1766517468.jpg
Ensemble homme,15 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5640578_uploaded_image1_1764085646.jpg
Pull over,12 000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/5688457_uploaded_image1_1766603840.jpg
Doudoune sans maches,6 000,"Medina, Dakar, Sénégal",https://images.coinafrique.com/5689383_uploaded_image1_1766693615.jpg
Pack pull + Casquette et écharpe,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/5690275_uploaded_image1_1766753333.jpg
Djialab coton,25 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5648803_uploaded_image1_1764526181.jpg
Veste chemise,15 000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/5698028_uploaded_image1_1767239169.jpg
Habit homme,14 000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/5698516_uploaded_image1_1767280124.jpg
Tenue africaine,40 000,"Dakar, Sénégal",https://images.coinafrique.com/5699731_uploaded_image1_1767365215.jpg
Pulls,4 500,"Dakar, Sénégal",https://images.coinafrique.com/5699835_uploaded_image1_1767372789.jpg
Ensemble femme,6 000,"Dakar, Sénégal",https://images.coinafrique.com/5699838_uploaded_image2_1767369745.jpeg
Pull over,8 000,"Dakar, Sénégal",https://images.coinafrique.com/5664281_uploaded_image1_1765307284.jpg
Pull-over,8 000,"Dakar, Sénégal",https://images.coinafrique.com/5664276_uploaded_image1_1765307194.jpg
Pull-over,6 000,"Dakar, Sénégal",https://images.coinafrique.com/5682961_uploaded_image1_1766270414.jpg
Ensemble,10 000,"Dakar, Sénégal",https://images.coinafrique.com/5682963_uploaded_image1_1766270494.jpg
Pull,6 000,"Dakar, Sénégal",https://images.coinafrique.com/5682964_uploaded_image1_1766270576.jpg
T-shirt unique en coton,3 000,"Dakar, Sénégal",https://images.coinafrique.com/5658191_uploaded_image1_1764973421.jpg
Pantalon bas large,7 000,"Dakar, Sénégal",https://images.coinafrique.com/5674255_uploaded_image1_1765840104.jpg
Pantalon bas large,7 000,"Dakar, Sénégal",https://images.coinafrique.com/5674256_uploaded_image1_1765840156.jpg
Pull collant,5 000,"Dakar, Sénégal",https://images.coinafrique.com/5667205_uploaded_image1_1765447970.jpg
Blouson,20 000,"Dakar, Sénégal",https://images.coinafrique.com/5671819_uploaded_image1_1765709939.jpg
Ensemble en jeans,20 000,"Dakar, Sénégal",https://images.coinafrique.com/5663474_uploaded_image1_1765280744.jpg
Ensemble,22 000,"Dakar, Sénégal",https://images.coinafrique.com/5682171_uploaded_image1_1766235033.jpg
Ensemble homme,20 000,"Dakar, Sénégal",https://images.coinafrique.com/5657576_uploaded_image1_1764942384.jpg
Blouson,20 000,"Dakar, Sénégal",https://images.coinafrique.com/5657571_uploaded_image1_1764942132.jpg
Ensemble lacostes + kaki,13 000,"Dakar, Sénégal",https://images.coinafrique.com/5669734_uploaded_image1_1765555257.jpg
Gilet,8 000,"Dakar, Sénégal",https://images.coinafrique.com/5657703_uploaded_image1_1764948943.jpg
Pull-over,7 000,"Dakar, Sénégal",https://images.coinafrique.com/5657710_uploaded_image1_1764949465.jpg
Chemise,7 000,"Dakar, Sénégal",https://images.coinafrique.com/5657708_uploaded_image1_1764949263.jpg
Jacket,14 000,"Dakar, Sénégal",https://images.coinafrique.com/5657709_uploaded_image1_1764949418.jpg
Caleçons,1 000,"Dakar, Sénégal",https://images.coinafrique.com/5657705_uploaded_image1_1764949059.jpg
Pantalon kaki,8 000,"Dakar, Sénégal",https://images.coinafrique.com/5657707_uploaded_image1_1764949208.jpg
Djalabeh,12 000,"Dakar, Sénégal",https://images.coinafrique.com/5657721_uploaded_image1_1764949913.jpg
Djalabeh,10 000,"Dakar, Sénégal",https://images.coinafrique.com/5657723_uploaded_image1_1764949964.jpg
Jacket en jeans,12 000,"Dakar, Sénégal",https://images.coinafrique.com/5657793_uploaded_image1_1764952502.jpg
Jeans homme,4 500,"Dakar, Sénégal",https://images.coinafrique.com/5702153_uploaded_image1_1767517880.jpg
Liquette homme et femme,5 500,"Medina, Dakar, Sénégal",https://images.coinafrique.com/5703148_uploaded_image1_1767562157.jpg
Djialabé,15 000,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/5704560_uploaded_image1_1767633210.jpg
Djialabé,17 000,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/5704563_uploaded_image1_1767633321.jpg
Djialabé,15 000,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/5704567_uploaded_image2_1767633428.jpeg
Chemise Aladji simple,10 000,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/5704570_uploaded_image1_1767633532.jpg
Chemise Aladji,15 000,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/5704575_uploaded_image1_1767633661.jpg
Ensemble demi-saison,20 000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/5707461_uploaded_image1_1767748680.jpg
T-shirt,4 500,"Mbour, Sénégal",https://images.coinafrique.com/5708349_uploaded_image1_1767792407.jpg
Balle de peignoir fripperie,70 000,"Diourbel, Sénégal",https://images.coinafrique.com/5709925_uploaded_image1_1767869309.jpg
T-shirt Sénégal,10 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/5713955_uploaded_image1_1768047812.jpg
Blazer,25 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/5713967_uploaded_image1_1768048084.jpg
Ensemble homme,25 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/5713973_uploaded_image1_1768048230.jpg
Chemises homme,10 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/5715572_uploaded_image1_1768156103.jpg
Chemises homme,10 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/5715576_uploaded_image1_1768156314.jpg
Vêtement homme,15 000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/5715934_uploaded_image1_1768181319.jpg
Chemise homme,7 000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/5715938_uploaded_image1_1768181503.jpg
Abaya simple,8 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/5716402_uploaded_image1_1768212731.jpg
Enchembe chemises lequete,20 000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/5716418_uploaded_image1_1768213124.jpg
Pull,5 000,"Keur Massar, Sénégal",https://images.coinafrique.com/5717358_uploaded_image1_1768246762.jpg
Ensemble tradi-moderne,12 000,"Keur Massar, Sénégal",https://images.coinafrique.com/5717367_uploaded_image1_1768247011.jpg
Vêtements homme,18 000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/5722021_uploaded_image1_1768466244.jpg
Chemise unique original 100℅ coton,5 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5682233_uploaded_image1_1766238315.jpg
Liquête djiene,10 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5682243_uploaded_image1_1766238454.jpg
Veste sport vintage,18 000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/5732576_uploaded_image1_1768998372.jpg
Ensemble nike nocta et trapstar,34 000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/5733744_uploaded_image1_1769033283.jpg
Ensemble homme,15 000,"Dakar, Sénégal",https://images.coinafrique.com/5739042_uploaded_image1_1769255793.jpg
Ensemble veste,45 000,"Dakar, Sénégal",https://images.coinafrique.com/5739049_uploaded_image1_1769255895.jpg
Pull,6 500,"Dakar, Sénégal",https://images.coinafrique.com/5739053_uploaded_image1_1769255952.jpg
Ensemble femme,12 000,"Dakar, Sénégal",https://images.coinafrique.com/5739061_uploaded_image1_1769256196.jpg
Djallabé pour homme,10 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5743307_uploaded_image1_1769468595.jpg
Djellaba pour homme avec pantalon,10 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5743341_uploaded_image1_1769469453.jpg
Djellaba pour homme,14 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5743368_uploaded_image1_1769469944.jpg
Djellaba pour homme,10 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5743374_uploaded_image1_1769470177.jpg
Djellaba pour homme,7 500,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5743378_uploaded_image1_1769470317.jpg
Djellaba pour homme coton 100℅,8 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5743382_uploaded_image1_1769470517.jpg
Djellaba pour homme coton très classe,25 000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/5743387_uploaded_image1_1769470887.jpg
Jean Armanie,6 000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/5745199_uploaded_image1_1769550375.jpg
Jogging,10 000,"Medina, Dakar, Sénégal",https://images.coinafrique.com/5746893_uploaded_image1_1769621688.jpg
Djellaba homme,10 000,"Pikine, Sénégal",https://images.coinafrique.com/5746920_uploaded_image1_1769623768.jpg
Djellaba homme,8 000,"Pikine, Sénégal",https://images.coinafrique.com/5746922_uploaded_image1_1769623885.jpg
Jalaba homme,10 000,"Pikine, Sénégal",https://images.coinafrique.com/5746931_uploaded_image1_1769624420.jpg
Vêtement homme,3 000,"Rufisque, Sénégal",https://images.coinafrique.com/5747974_uploaded_image1_1769689415.jpg
Lacostes homme,11 000,"Dakar, Sénégal",https://images.coinafrique.com/5748678_uploaded_image1_1769718508.jpg
Jalabas pour hommes,8 000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/5749864_uploaded_image1_1769781039.jpg
Ensemble homme,7 500,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/5749883_uploaded_image1_1769781404.jpg
Ensemble homme,Prix sur demande,"Fass, Dakar, Sénégal",https://images.coinafrique.com/5751940_uploaded_image1_1769895725.jpg
Djalaba 3 pièces,22 000,"Dakar, Sénégal",https://images.coinafrique.com/5757242_uploaded_image1_1770164946.jpg
Djalaba Gabardine,15 000,"Dakar, Sénégal",https://images.coinafrique.com/5757245_uploaded_image1_1770165033.jpg
Chemise el hadj,9 000,"Dakar, Sénégal",https://images.coinafrique.com/5757249_uploaded_image1_1770165657.jpg
Vêtements homme,13 000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/5758698_uploaded_image1_1770237751.jpg
Pantalon cargo,8 000,"Dakar, Sénégal",https://images.coinafrique.com/5758901_uploaded_image1_1770244788.jpg
Mentos saoudien,17 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/5762382_uploaded_image1_1770402318.jpg
Abaya dubai,10 000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/5762558_uploaded_image1_1770408394.jpg
Jalaba homme,7 000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/5764002_uploaded_image1_1770490927.jpg
Abaya vip courte manche avec pantalon,12 000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/5764009_uploaded_image1_1770491470.jpg
Abaya xaftan coton long manche avec pantalon,11 000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/5768088_uploaded_image1_1770732290.jpg
Djalabe homme,8 500,"Fass, Dakar, Sénégal",https://images.coinafrique.com/5737158_uploaded_image1_1769170472.jpg
Nuasame pour homme,20 000,"Fass, Dakar, Sénégal",https://images.coinafrique.com/5758109_uploaded_image1_1770212300.jpg
